account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Faxquote,BFH34LVO,Zane Levy,Won,GTX Basic,2017-09-07,2017-11-26,458
Condax,QHVGK8DM,Zane Levy,Won,MG Special,2017-09-07,2017-11-30,61
Treequote,BALJ5E9J,Anna Snelling,Lost,MG Special,2017-09-08,2017-12-17,0
Funholding,3Y6REURA,Anna Snelling,Won,GTX Plus Pro,2017-09-08,2017-09-24,5600
Umbrella Corporation,3UI5JBOA,Boris Faz,Lost,GTX Plus Pro,2017-09-08,2017-11-19,0
Zotware,8AKZH8QS,Boris Faz,Won,GTX Plus Basic,2017-09-08,2017-12-17,1259
Zotware,FAS1KT97,Boris Faz,Won,GTX Plus Basic,2017-09-08,2017-09-14,1114
Kinnamplus,RAPX57I3,Boris Faz,Won,MG Special,2017-09-08,2017-11-25,57
Donquadtech,UZ4JMG8Z,Cassey Cress,Lost,GTX Plus Basic,2017-09-08,2017-11-25,0
Scottech,PV411N8I,Cecily Lampkin,Lost,MG Special,2017-09-08,2017-11-17,0
Bluth Company,C58775JM,Corliss Cosme,Lost,GTXPro,2017-09-08,2017-12-30,0
Betasoloin,A2PIOJWL,Daniell Hammack,Lost,GTXPro,2017-09-08,2017-09-19,0
Funholding,SSEOGPPI,Darcel Schlecht,Won,MG Advanced,2017-09-08,2017-09-10,3346
Kan-code,5MFY1D4C,Donn Cantrell,Lost,GTX Basic,2017-09-08,2017-09-18,0
Kan-code,PQLMEIG0,Donn Cantrell,Lost,GTX Basic,2017-09-08,2017-09-22,0
Ontomedia,6CV2KEKP,Donn Cantrell,Lost,MG Advanced,2017-09-08,2017-09-16,0
Green-Plus,FQD0IJBC,Elease Gluck,Lost,GTX Basic,2017-09-08,2017-11-25,0
,EJGRLQP8,James Ascencio,In Progress,GTXPro,2017-09-08,,
,8DDR4MUL,James Ascencio,In Progress,MG Advanced,2017-09-08,,
Newex,E28C318S,James Ascencio,Won,GTX Basic,2017-09-08,2017-11-04,546
Bioholding,6BUW3ZVC,Jonathan Berthelot,Lost,GTX Basic,2017-09-08,2017-11-04,0
Cheers,ZW5XV2QY,Kami Bicknell,Lost,GTX Basic,2017-09-08,2017-11-14,0
Finjob,MOSX49BG,Kami Bicknell,Won,GTX Basic,2017-09-08,2017-11-24,596
Sonron,BDEP8ZEH,Kary Hendrixson,Lost,GTX Plus Basic,2017-09-08,2017-12-21,0
Fasehatice,WSKZBAYI,Kary Hendrixson,Won,GTX Plus Basic,2017-09-08,2017-12-08,1171
Globex Corporation,19H5KFIC,Marty Freudenburg,Won,GTX Plus Basic,2017-09-08,2017-12-03,1021
,H0RRUQZ6,Maureen Marcano,In Progress,MG Special,2017-09-08,,
Kan-code,7PCCI1U2,Reed Clapper,Lost,MG Advanced,2017-09-08,2017-11-17,0
Donquadtech,8XXD2LMP,Rosie Papadopoulos,Lost,GTX Plus Pro,2017-09-08,2017-12-02,0
Fasehatice,USNQY75J,Zane Levy,Lost,MG Special,2017-09-08,2017-11-04,0
Kan-code,EI7DU48C,Zane Levy,Lost,MG Advanced,2017-09-08,2017-12-14,0
Mathtouch,1A1BI5VB,Boris Faz,Won,GTXPro,2017-09-09,2017-09-22,4609
Zathunicon,UYJVA76O,Cassey Cress,Lost,GTX Plus Basic,2017-09-09,2017-11-21,0
Bioholding,DR2H05BG,Cecily Lampkin,Won,GTX Basic,2017-09-09,2017-09-22,600
Konex,M765WQ4W,Corliss Cosme,Won,GTXPro,2017-09-09,2017-09-13,5067
Scottech,2PXZ68OA,Darcel Schlecht,Won,GTXPro,2017-09-09,2017-12-05,5127
Ganjaflex,TDVM9PDL,Donn Cantrell,Won,GTX Basic,2017-09-09,2017-12-26,547
Plussunin,LBYGH8WS,Garret Kinder,Lost,GTX Plus Pro,2017-09-09,2017-09-27,0
Initech,NJC4XMEN,James Ascencio,In Progress,GTX Plus Basic,2017-09-09,,
Faxquote,OBCBK0XR,Kami Bicknell,Lost,MG Advanced,2017-09-09,2017-11-30,0
Faxquote,IX8AYR6F,Kami Bicknell,Won,GTX Basic,2017-09-09,2017-12-14,582
J-Texon,4LVXK5H1,Kami Bicknell,Won,GTX Plus Basic,2017-09-09,2017-09-25,1047
Funholding,O5CWW9P3,Lajuana Vencill,Lost,MG Special,2017-09-09,2017-11-21,0
,IMLFM79C,Markita Hansen,In Progress,GTX Plus Basic,2017-09-09,,
Finhigh,DPXZ0ONG,Niesha Huffines,Lost,GTXPro,2017-09-09,2017-11-15,0
Domzoom,2LOQKW1C,Niesha Huffines,Won,GTX Basic,2017-09-09,2017-09-24,568
Inity,MA1LQG9S,Niesha Huffines,Won,GTX Plus Pro,2017-09-09,2017-11-27,6255
Bubba Gump,YR4EFQ4C,Reed Clapper,Won,GTXPro,2017-09-09,2017-12-03,4647
Vehement Capital Partners,KB7DTUXO,Rosie Papadopoulos,Won,GTXPro,2017-09-09,2017-11-08,5042
Dontechi,JMQRT3TC,Versie Hillebrand,Won,MG Special,2017-09-09,2017-12-31,57
Rundofase,XETHS437,Versie Hillebrand,Won,MG Special,2017-09-09,2017-12-07,53
Konmatfix,6EYTZB6F,Versie Hillebrand,Won,MG Advanced,2017-09-09,2017-12-12,3811
Hottechi,DXY9EZ55,Vicki Laflamme,Won,GTX Basic,2017-09-09,2017-12-12,456
Mathtouch,ESZPH44N,Violet Mclelland,Lost,GTXPro,2017-09-09,2017-12-19,0
Xx-zobam,ITDTMROU,Cassey Cress,Won,MG Advanced,2017-09-10,2017-12-05,3371
Treequote,IFO74RWI,Cecily Lampkin,Won,GTX Plus Basic,2017-09-10,2017-11-29,1151
Scottech,4O6T16XI,Cecily Lampkin,Won,MG Advanced,2017-09-10,2017-12-25,3748
Umbrella Corporation,SUPA1RHK,Corliss Cosme,Won,GTX Plus Pro,2017-09-10,2017-09-15,5717
Donquadtech,MDHD11QD,Corliss Cosme,Won,GTXPro,2017-09-10,2017-09-15,5027
Iselectrics,PERK5YXJ,Daniell Hammack,Won,GTX Plus Basic,2017-09-10,2017-12-13,1111
Bioholding,MUUNQNG2,Darcel Schlecht,Won,GTX Plus Basic,2017-09-10,2017-09-17,1159
Rangreen,J1SCD7QL,Darcel Schlecht,Won,MG Advanced,2017-09-10,2017-11-06,3251
Bubba Gump,9LILLW96,Garret Kinder,Lost,GTX Plus Pro,2017-09-10,2017-11-01,0
Genco Pura Olive Oil Company,R0DKB8FJ,Gladys Colclough,Lost,MG Advanced,2017-09-10,2017-12-07,0
Codehow,S5R9O6TL,Gladys Colclough,Won,GTX Plus Basic,2017-09-10,2017-12-18,1083
Bioholding,N78A330G,Gladys Colclough,Won,MG Special,2017-09-10,2017-11-08,54
,ZGW9SCQ0,Hayden Neloms,In Progress,MG Advanced,2017-09-10,,
Blackzim,ZHI12PI4,Hayden Neloms,Won,MG Advanced,2017-09-10,2017-12-29,3302
,34XWXEQE,James Ascencio,In Progress,GTXPro,2017-09-10,,
Golddex,38ZR3URJ,James Ascencio,Won,GTX Basic,2017-09-10,2017-11-25,552
Singletechno,6DJ817MW,James Ascencio,Won,GTX Basic,2017-09-10,2017-11-16,468
dambase,9HCLI5PO,Jonathan Berthelot,Lost,GTX Basic,2017-09-10,2017-11-17,0
Hottechi,PRY70ISY,Jonathan Berthelot,Lost,GTX Basic,2017-09-10,2017-12-04,0
,8NG46N94,Kami Bicknell,In Progress,GTXPro,2017-09-10,,
Rantouch,CS2ZS0B4,Kami Bicknell,Lost,GTX Plus Pro,2017-09-10,2017-09-27,0
J-Texon,R7LGVRHC,Kami Bicknell,Won,GTXPro,2017-09-10,2017-11-12,4467
Cheers,3KLVZN6M,Kary Hendrixson,Won,GTX Basic,2017-09-10,2017-12-05,538
Y-corporation,WGSLK719,Kary Hendrixson,Won,MG Advanced,2017-09-10,2017-12-12,3021
Codehow,0MMDQ1OR,Lajuana Vencill,Won,GTX Basic,2017-09-10,2017-11-12,511
Blackzim,SMQV0BRI,Maureen Marcano,Won,GTX Plus Pro,2017-09-10,2017-09-21,5832
Bubba Gump,XT8HCGAD,Rosalina Dieter,In Progress,MG Special,2017-09-10,,
,WIQQUZRQ,Rosalina Dieter,In Progress,MG Special,2017-09-10,,
Inity,X56STCJP,Versie Hillebrand,Lost,GTX Plus Pro,2017-09-10,2017-09-30,0
Conecom,K214R7RK,Versie Hillebrand,Lost,MG Advanced,2017-09-10,2017-11-24,0
Warephase,NR9UD54C,Versie Hillebrand,Won,MG Special,2017-09-10,2017-11-27,50
Scotfind,GTXI4PAR,Vicki Laflamme,Lost,MG Advanced,2017-09-10,2017-11-24,0
Plexzap,T94JAB4C,Vicki Laflamme,Won,MG Special,2017-09-10,2017-11-22,58
Umbrella Corporation,8YOOE8I5,Violet Mclelland,Lost,GTX Basic,2017-09-10,2017-11-24,0
Mathtouch,8G2OTKLL,Violet Mclelland,Won,MG Special,2017-09-10,2017-09-27,66
,LOHJU3OB,Zane Levy,In Progress,GTXPro,2017-09-10,,
Finhigh,LW0Z6TMR,Anna Snelling,Lost,GTX Basic,2017-09-11,2017-09-13,0
Toughzap,R3NAMX4P,Anna Snelling,Lost,GTX Plus Pro,2017-09-11,2017-11-14,0
Cancity,VYJ20GOM,Anna Snelling,Won,MG Special,2017-09-11,2017-11-17,44
Konex,GIWI7CWJ,Boris Faz,Won,GTX Plus Basic,2017-09-11,2017-12-30,1140
Zencorporation,VTO3SNNX,Cassey Cress,Won,GTX Plus Pro,2017-09-11,2017-09-21,5245
Gogozoom,OVPNOM6O,Cecily Lampkin,Won,GTX Plus Pro,2017-09-11,2017-12-04,5520
,0558PJL2,Corliss Cosme,In Progress,GTX Basic,2017-09-11,,
,JB60NPU9,Corliss Cosme,In Progress,GTXPro,2017-09-11,,
Inity,6KM4E0V1,Darcel Schlecht,Lost,GTX Plus Pro,2017-09-11,2017-11-19,0
Ron-tech,QWIPE5FB,Darcel Schlecht,Lost,GTXPro,2017-09-11,2017-11-14,0
Yearin,BZPU6P5P,Garret Kinder,Lost,MG Special,2017-09-11,2017-12-23,0
Streethex,ZCFAVNF3,Gladys Colclough,Won,MG Special,2017-09-11,2017-09-20,53
,77IBMLTB,James Ascencio,In Progress,GTX Plus Pro,2017-09-11,,
Plusstrip,RDMKSDT0,Kami Bicknell,Won,GTX Plus Pro,2017-09-11,2017-12-10,4872
Doncon,QPCY8RU0,Kary Hendrixson,Lost,GTX Basic,2017-09-11,2017-11-24,0
Hatfan,Y93GK95W,Markita Hansen,Won,MG Advanced,2017-09-11,2017-09-21,3138
Finjob,ZPB5KNCD,Maureen Marcano,Lost,GTX Basic,2017-09-11,2017-09-28,0
Bioholding,ZDAJ4PFJ,Moses Frase,Won,GTX Basic,2017-09-11,2017-12-03,513
Iselectrics,7VHJG9J1,Reed Clapper,Lost,GTX Plus Basic,2017-09-11,2017-12-28,0
,S2XTTF3B,Rosalina Dieter,In Progress,MG Special,2017-09-11,,
Sonron,8XY5IA68,Rosie Papadopoulos,In Progress,GTXPro,2017-09-11,,
Kan-code,EHPG1PNC,Violet Mclelland,Won,GTX Basic,2017-09-11,2017-12-18,644
J-Texon,RKOQZJZR,Zane Levy,In Progress,GTX Plus Basic,2017-09-11,,
Lexiqvolax,3CJMQNT0,Zane Levy,Lost,GTXPro,2017-09-11,2017-11-14,0
Newex,1MTLDVU8,Zane Levy,Won,GTX Basic,2017-09-11,2017-09-19,560
Treequote,4Z7LYTKN,Anna Snelling,Lost,GTX Plus Pro,2017-09-12,2017-12-06,0
Statholdings,MX0QEMEB,Anna Snelling,Lost,MG Advanced,2017-09-12,2017-11-27,0
dambase,Y25T06D2,Anna Snelling,Won,GTX Plus Basic,2017-09-12,2017-12-26,866
Plussunin,JY5LPMSJ,Boris Faz,Lost,GTX Plus Basic,2017-09-12,2017-09-19,0
,8V5OCDHN,Cassey Cress,In Progress,GTX Basic,2017-09-12,,
Kan-code,YND6FAFG,Corliss Cosme,Lost,MG Special,2017-09-12,2017-12-01,0
Inity,D4PEXI47,Darcel Schlecht,Lost,GTXPro,2017-09-12,2017-11-15,0
Finhigh,WRSA8PVU,Darcel Schlecht,Won,GTX Basic,2017-09-12,2017-12-16,626
Toughzap,965CJ4YG,Darcel Schlecht,Won,GTXPro,2017-09-12,2017-12-03,4079
Konex,ML5QMJPM,Garret Kinder,Won,MG Advanced,2017-09-12,2017-12-05,3497
Opentech,EWEW7ZMQ,Garret Kinder,Won,MG Advanced,2017-09-12,2017-11-16,3072
Genco Pura Olive Oil Company,JY8W2PKW,Gladys Colclough,Lost,MG Advanced,2017-09-12,2017-12-15,0
Labdrill,JFBWABB1,Hayden Neloms,Won,MG Advanced,2017-09-12,2017-11-26,3473
Conecom,A0Z6FYRO,Jonathan Berthelot,Won,GTX Basic,2017-09-12,2017-09-19,530
Gogozoom,51AC0Q99,Jonathan Berthelot,Won,GTX Plus Basic,2017-09-12,2017-12-16,1066
Cancity,897MKBP9,Jonathan Berthelot,Won,MG Special,2017-09-12,2017-12-18,64
Rangreen,Y5IRSKVA,Jonathan Berthelot,Won,MG Special,2017-09-12,2017-12-25,59
Goodsilron,QS440NN9,Kary Hendrixson,Won,GTX Plus Basic,2017-09-12,2017-11-30,1077
Sunnamplex,JOKH5C6I,Kary Hendrixson,Won,GTXPro,2017-09-12,2017-11-21,4999
Betatech,1MZ8GDLF,Marty Freudenburg,Won,MG Special,2017-09-12,2017-09-21,72
Kan-code,64SDWSQH,Maureen Marcano,Won,GTX Plus Pro,2017-09-12,2017-09-20,4870
Initech,XS7CNY5H,Reed Clapper,Lost,GTX Plus Basic,2017-09-12,2017-09-20,0
Zencorporation,U0SS8E43,Reed Clapper,Lost,GTXPro,2017-09-12,2017-12-18,0
Konmatfix,2MH79C2B,Versie Hillebrand,Won,MG Special,2017-09-12,2017-09-26,54
Toughzap,3YZFYEMI,Versie Hillebrand,Won,MG Special,2017-09-12,2017-12-09,50
Genco Pura Olive Oil Company,I35REHYN,Vicki Laflamme,In Progress,GTX Basic,2017-09-12,,
Zoomit,Y3AAS62P,Vicki Laflamme,In Progress,GTX Plus Basic,2017-09-12,,
Xx-holding,BPPV8ZSB,Vicki Laflamme,Lost,MG Special,2017-09-12,2017-11-01,0
,3NC5XSDF,Violet Mclelland,In Progress,MG Advanced,2017-09-12,,
Initech,DRJG2FVR,Violet Mclelland,Lost,GTX Plus Pro,2017-09-12,2017-09-15,0
Konex,SWXO4J19,Zane Levy,Won,GTX Plus Basic,2017-09-12,2017-11-20,1029
Cancity,07DPEL0B,Anna Snelling,Won,GTX Basic,2017-09-13,2017-11-25,629
,5X3TSUA9,Cassey Cress,In Progress,GTX Plus Basic,2017-09-13,,
Iselectrics,7GDRCAJR,Cassey Cress,Won,GTX Basic,2017-09-13,2017-09-24,600
Konex,EJ8YBRD3,Corliss Cosme,Lost,GTX Basic,2017-09-13,2017-11-03,0
Kinnamplus,G7HADWB0,Corliss Cosme,Won,GTXPro,2017-09-13,2017-09-18,4535
,9DY57A6F,Daniell Hammack,In Progress,GTXPro,2017-09-13,,
Ontomedia,M3IFAMV2,Donn Cantrell,Lost,MG Advanced,2017-09-13,2017-11-29,0
Dalttechnology,65AT4VFM,Elease Gluck,Lost,MG Special,2017-09-13,2017-09-19,0
Conecom,H6SE0L31,Gladys Colclough,Won,GTXPro,2017-09-13,2017-09-29,4805
Kan-code,ZQC7YA4X,Kami Bicknell,Lost,GTXPro,2017-09-13,2017-11-17,0
Labdrill,J9V49YC3,Kary Hendrixson,Won,GTX Plus Pro,2017-09-13,2017-12-12,5158
Cancity,H3ZS0FBT,Marty Freudenburg,Won,GTX Basic,2017-09-13,2017-11-21,477
Lexiqvolax,GIIHTQGY,Maureen Marcano,Won,GTX Plus Pro,2017-09-13,2017-11-16,4972
Treequote,0LTBCZHI,Niesha Huffines,Won,MG Advanced,2017-09-13,2017-11-30,3902
Plussunin,8U0BUWUQ,Reed Clapper,Won,GTX Plus Basic,2017-09-13,2017-12-14,1176
Yearin,ROD5WJDM,Reed Clapper,Won,GTXPro,2017-09-13,2017-12-14,4140
Golddex,86GSJWQW,Rosalina Dieter,Won,MG Special,2017-09-13,2017-11-30,54
,EQ0PLA0O,Vicki Laflamme,In Progress,MG Special,2017-09-13,,
Dalttechnology,B7BT5DB8,Vicki Laflamme,Won,MG Special,2017-09-13,2017-11-29,51
Labdrill,NJTWATVH,Zane Levy,Won,GTX Basic,2017-09-13,2017-09-21,518
Sonron,ZLIQCT7V,Zane Levy,Won,GTX Basic,2017-09-13,2017-12-06,505
Stanredtax,0U0GUDIX,Anna Snelling,Won,GTX Plus Pro,2017-09-14,2017-09-18,5421
Kan-code,MN4ZHCUZ,Cassey Cress,Won,GTXPro,2017-09-14,2017-11-23,3822
Conecom,06H63NKF,Darcel Schlecht,Lost,GTXPro,2017-09-14,2017-11-20,0
Ontomedia,GBRQN296,Donn Cantrell,Won,MG Advanced,2017-09-14,2017-12-17,3331
Zoomit,RBHXB5V5,Hayden Neloms,Lost,MG Special,2017-09-14,2017-11-27,0
Newex,59O0CDJE,James Ascencio,Won,GTX Basic,2017-09-14,2017-12-20,504
Plexzap,RU9Y6GR1,James Ascencio,Won,GTX Plus Basic,2017-09-14,2017-12-10,1117
Lexiqvolax,GIZAD3ZN,James Ascencio,Won,GTXPro,2017-09-14,2017-12-07,5230
Fasehatice,6CXJOT2A,Kami Bicknell,Won,GTXPro,2017-09-14,2017-09-16,4844
Labdrill,Y9NTV3K5,Kami Bicknell,Won,MG Advanced,2017-09-14,2017-09-23,3596
Plexzap,GPVQIS5U,Kary Hendrixson,Lost,GTXPro,2017-09-14,2017-09-30,0
Scotfind,LI9RCAQ6,Kary Hendrixson,Won,GTXPro,2017-09-14,2017-11-01,4593
dambase,DT8SWPLT,Lajuana Vencill,Won,GTX Basic,2017-09-14,2017-12-12,545
Rangreen,URRBXP0V,Lajuana Vencill,Won,MG Advanced,2017-09-14,2017-11-08,3362
Bioholding,CNAQ6R7T,Marty Freudenburg,Won,GTX Plus Basic,2017-09-14,2017-12-14,1086
,VRWH3YJV,Maureen Marcano,In Progress,GTX Plus Pro,2017-09-14,,
Acme Corporation,FBYWCLLS,Reed Clapper,Lost,GTX Basic,2017-09-14,2017-09-28,0
Konex,ZJAIST7C,Rosie Papadopoulos,Won,GTXPro,2017-09-14,2017-12-31,5153
Konmatfix,8EQRW9H5,Versie Hillebrand,Lost,MG Special,2017-09-14,2017-11-29,0
Konex,F0KWRLK1,Vicki Laflamme,Won,GTXPro,2017-09-14,2017-11-15,5348
,JBECEURV,Zane Levy,In Progress,GTX Basic,2017-09-14,,
Finjob,HHP6R0IX,Zane Levy,Won,GTXPro,2017-09-14,2017-11-05,5170
Scotfind,XMRZQ8PR,Zane Levy,Won,GTXPro,2017-09-14,2017-09-25,4050
,ER0U0TOC,Corliss Cosme,In Progress,GTX Basic,2017-09-15,,
Bubba Gump,77JIGDNZ,Daniell Hammack,Lost,GTX Plus Basic,2017-09-15,2017-12-07,0
Vehement Capital Partners,DK6L8Y0Y,Daniell Hammack,Won,GTX Plus Basic,2017-09-15,2017-09-29,1221
Toughzap,KA6SVT1C,Darcel Schlecht,Lost,MG Advanced,2017-09-15,2017-11-16,0
Warephase,8ARRIREI,Darcel Schlecht,Won,GTX Plus Pro,2017-09-15,2017-12-09,5669
Finhigh,W3LRLMKP,Gladys Colclough,Won,GTX Plus Pro,2017-09-15,2017-12-19,5385
Hottechi,HQKUH8XA,Markita Hansen,Lost,GTX Basic,2017-09-15,2017-12-27,0
Zoomit,6R6T68GL,Markita Hansen,Won,MG Special,2017-09-15,2017-12-09,48
Plexzap,PGT70Q4T,Markita Hansen,Won,MG Advanced,2017-09-15,2017-12-01,3663
,24K085JJ,Maureen Marcano,In Progress,GTX Plus Basic,2017-09-15,,
Groovestreet,EMORZ8R8,Maureen Marcano,Won,GTXPro,2017-09-15,2017-09-30,4695
Fasehatice,V6RULHFZ,Vicki Laflamme,Lost,MG Special,2017-09-15,2017-12-30,0
,NBBIFIKB,Wilburn Farren,In Progress,MG Advanced,2017-09-15,,
Rantouch,GRYWAPXY,Zane Levy,Won,MG Advanced,2017-09-15,2017-11-07,2712
Ron-tech,ZIEI8JM3,Anna Snelling,Won,MG Special,2017-09-16,2017-12-07,65
Statholdings,QDYFLOZW,Anna Snelling,Won,MG Special,2017-09-16,2017-09-23,55
Streethex,55YURJ2E,Anna Snelling,Won,MG Special,2017-09-16,2017-12-30,58
,R6Q5JOLX,Cassey Cress,In Progress,GTX Plus Pro,2017-09-16,,
Ontomedia,1PORK6E3,Cassey Cress,Won,GTX Basic,2017-09-16,2017-09-27,512
Kan-code,ENDKZ399,Corliss Cosme,Won,GTX Plus Pro,2017-09-16,2017-09-24,5820
Donware,VSNI41WQ,Daniell Hammack,Lost,GTX Plus Pro,2017-09-16,2017-11-30,0
Codehow,87KZX1UX,Darcel Schlecht,Won,GTX Plus Basic,2017-09-16,2017-11-25,1179
Rangreen,PLRBC69J,Darcel Schlecht,Won,GTX Plus Basic,2017-09-16,2017-09-26,1153
Ganjaflex,RZB6Q4FX,Donn Cantrell,Won,GTX Plus Basic,2017-09-16,2017-09-21,892
Zathunicon,ASK5U1TD,Donn Cantrell,Won,GTX Plus Basic,2017-09-16,2017-11-22,1231
Plussunin,T49Q4GWU,Donn Cantrell,Won,MG Advanced,2017-09-16,2017-12-25,3091
Xx-zobam,JJ17IHID,Garret Kinder,Won,GTX Basic,2017-09-16,2017-11-24,547
Labdrill,311WKUHC,James Ascencio,Lost,MG Special,2017-09-16,2017-11-13,0
Goodsilron,JG1CD65M,James Ascencio,Won,GTX Plus Pro,2017-09-16,2017-09-18,5919
Groovestreet,YIK15TLW,James Ascencio,Won,GTX Plus Pro,2017-09-16,2017-11-10,5745
Stanredtax,RYJPSM6D,Jonathan Berthelot,Lost,GTX Basic,2017-09-16,2017-11-19,0
Streethex,ZQK0JTVN,Jonathan Berthelot,Lost,GTX Basic,2017-09-16,2017-11-26,0
Warephase,FB7OTAMV,Jonathan Berthelot,Lost,GTXPro,2017-09-16,2017-12-22,0
Cancity,JZD1QDWA,Lajuana Vencill,Lost,MG Advanced,2017-09-16,2017-12-06,0
Konex,LOSUVU4T,Markita Hansen,Lost,GTX Plus Pro,2017-09-16,2017-12-09,0
Singletechno,85LVQ6PB,Markita Hansen,Won,GTX Plus Basic,2017-09-16,2017-12-15,1252
dambase,02ILGBRB,Moses Frase,Lost,MG Special,2017-09-16,2017-11-21,0
Stanredtax,ZFIT4XWO,Moses Frase,Won,MG Advanced,2017-09-16,2017-12-05,3039
Treequote,XH69FGJJ,Niesha Huffines,Won,GTX Basic,2017-09-16,2017-11-19,637
Acme Corporation,JU2PPGP6,Reed Clapper,Lost,GTX Basic,2017-09-16,2017-09-26,0
Zoomit,S8Y9AAWC,Rosalina Dieter,Won,GTXPro,2017-09-16,2017-12-08,4614
Gekko & Co,I2DLJ6C3,Rosie Papadopoulos,Won,MG Special,2017-09-16,2017-11-27,51
,DY8DMZZ9,Vicki Laflamme,In Progress,GTX Plus Pro,2017-09-16,,
Plexzap,VEZ8OX88,Vicki Laflamme,Lost,GTX Basic,2017-09-16,2017-11-19,0
Plexzap,M3QL68T6,Vicki Laflamme,Won,GTX Basic,2017-09-16,2017-12-04,595
Zoomit,Q3K6K5V9,Vicki Laflamme,Won,MG Special,2017-09-16,2017-12-26,52
Konex,PEGFPDVU,Violet Mclelland,Won,GTXPro,2017-09-16,2017-09-30,5604
Dalttechnology,NFT2Z7MM,Zane Levy,Lost,GTX Plus Basic,2017-09-16,2017-11-18,0
Hatfan,YC2GBK89,Zane Levy,Lost,GTX Plus Basic,2017-09-16,2017-11-12,0
Plusstrip,U008ILBM,Zane Levy,Lost,GTX Plus Basic,2017-09-16,2017-11-26,0
Konex,VA0I9SDD,Zane Levy,Won,GTXPro,2017-09-16,2017-09-27,5360
,KQ83VL8T,Boris Faz,In Progress,GTX Plus Basic,2017-09-17,,
Xx-zobam,41HHBQRT,Cassey Cress,Lost,GTX Basic,2017-09-17,2017-12-13,0
Betatech,T6BHNN1O,Cecily Lampkin,Lost,MG Special,2017-09-17,2017-11-13,0
Ganjaflex,S8DOH11H,Corliss Cosme,Lost,GTXPro,2017-09-17,2017-11-14,0
Sumace,F8F6MA24,Corliss Cosme,Won,GTX Basic,2017-09-17,2017-12-19,538
Cancity,ZXXWIGFR,Darcel Schlecht,Lost,GTXPro,2017-09-17,2017-12-02,0
Conecom,L7CFCOR6,Darcel Schlecht,Won,GTX Plus Pro,2017-09-17,2017-11-28,5668
Warephase,AAUTJ747,Darcel Schlecht,Won,GTXPro,2017-09-17,2017-12-11,5220
Betasoloin,X7VUR49L,Donn Cantrell,Won,GTXPro,2017-09-17,2017-09-26,5763
Sunnamplex,U7L0IZLB,James Ascencio,Lost,GTX Plus Pro,2017-09-17,2017-11-26,0
,PAQ6EKHB,Kami Bicknell,In Progress,GTX Basic,2017-09-17,,
Lexiqvolax,THNEGVH2,Kary Hendrixson,Won,GTX Plus Basic,2017-09-17,2017-11-14,948
Rundofase,D1ANNMSO,Lajuana Vencill,Won,GTX Basic,2017-09-17,2017-11-19,487
Funholding,LMVQ6B9P,Lajuana Vencill,Won,GTX Plus Basic,2017-09-17,2017-11-18,1072
Singletechno,OQBVGILR,Markita Hansen,Won,MG Special,2017-09-17,2017-12-16,56
Donware,8LA72RM8,Maureen Marcano,In Progress,MG Advanced,2017-09-17,,
Kan-code,7IZQJIPA,Maureen Marcano,Won,GTXPro,2017-09-17,2017-12-27,4812
Betasoloin,7AH7F190,Reed Clapper,Lost,GTX Basic,2017-09-17,2017-11-27,0
Initech,ME0LMBYL,Reed Clapper,Lost,GTX Plus Basic,2017-09-17,2017-12-21,0
Betasoloin,KODTODAA,Reed Clapper,Lost,GTX Plus Pro,2017-09-17,2017-11-12,0
Bioplex,RENW2N0H,Reed Clapper,Won,GTXPro,2017-09-17,2017-11-19,5186
Konex,9F407X6U,Rosalina Dieter,Won,MG Special,2017-09-17,2017-12-02,49
Konex,S0MZHYQC,Zane Levy,Won,GTXPro,2017-09-17,2017-09-27,4800
Initech,HP9TUR60,Daniell Hammack,Won,GTXPro,2017-09-18,2017-12-24,5627
Gogozoom,P4PKECH7,Darcel Schlecht,Lost,GTX Basic,2017-09-18,2017-09-24,0
Stanredtax,USL5PZ4O,Darcel Schlecht,Won,GTXPro,2017-09-18,2017-12-06,3779
Warephase,3DM5SSI5,Darcel Schlecht,Won,GTXPro,2017-09-18,2017-11-05,5231
Mathtouch,D40ALWGC,Donn Cantrell,Lost,GTX Plus Pro,2017-09-18,2017-09-28,0
Xx-zobam,524QUXI2,Donn Cantrell,Lost,GTX Plus Pro,2017-09-18,2017-11-26,0
Faxquote,8W35TVOQ,Hayden Neloms,Won,MG Advanced,2017-09-18,2017-12-02,2918
,UU7N7LZK,James Ascencio,In Progress,MG Advanced,2017-09-18,,
Funholding,3D6LLPA1,Jonathan Berthelot,Lost,GTX Plus Basic,2017-09-18,2017-12-05,0
Finhigh,58QZ1YGK,Jonathan Berthelot,Won,GTXPro,2017-09-18,2017-09-27,4902
Hatfan,OU42AWAE,Kami Bicknell,Won,GTX Basic,2017-09-18,2017-11-22,531
,ZBDT3T2H,Kary Hendrixson,In Progress,GTX Basic,2017-09-18,,
Singletechno,OJOJPNL6,Kary Hendrixson,Lost,GTX Plus Pro,2017-09-18,2017-11-21,0
Singletechno,MENKE9IV,Kary Hendrixson,Won,GTX Basic,2017-09-18,2017-11-30,526
Ron-tech,PXSDIDXO,Lajuana Vencill,Lost,GTX Basic,2017-09-18,2017-11-11,0
Konmatfix,5PIJNVMB,Lajuana Vencill,Won,GTX Basic,2017-09-18,2017-11-17,485
,WSO3NMK5,Maureen Marcano,In Progress,MG Advanced,2017-09-18,,
